,NO_1,NO_2,NO_3,NO_4,NO_5
2023-03-20 00:00:00+01:00,99.73,99.73,39.27,25.93,99.73
2023-03-20 01:00:00+01:00,98.3,98.3,39.91,25.79,98.3
2023-03-20 02:00:00+01:00,97.67,97.67,42.71,26.33,97.67
2023-03-20 03:00:00+01:00,97.44,97.44,42.48,28.74,97.44
2023-03-20 04:00:00+01:00,97.66,97.66,44.81,33.26,97.66
2023-03-20 05:00:00+01:00,100.31,100.31,46.6,36.19,100.31
2023-03-20 06:00:00+01:00,102.69,102.69,44.08,41.01,102.69
2023-03-20 07:00:00+01:00,103.22,103.22,52.99,42.76,103.22
2023-03-20 08:00:00+01:00,104.35,104.35,53.0,45.82,104.35
2023-03-20 09:00:00+01:00,103.59,103.59,52.85,49.71,103.59
2023-03-20 10:00:00+01:00,103.25,103.25,50.35,50.0,103.25
2023-03-20 11:00:00+01:00,101.36,101.36,53.27,36.19,101.36
2023-03-20 12:00:00+01:00,96.79,96.79,52.99,33.26,96.79
2023-03-20 13:00:00+01:00,95.23,95.23,52.46,32.79,95.23
2023-03-20 14:00:00+01:00,95.17,95.17,52.72,30.69,95.17
2023-03-20 15:00:00+01:00,96.75,96.75,53.25,30.65,96.75
2023-03-20 16:00:00+01:00,99.46,99.46,53.0,28.66,99.46
2023-03-20 17:00:00+01:00,104.78,104.78,52.99,27.94,104.78
2023-03-20 18:00:00+01:00,108.81,108.81,47.95,27.85,108.81
2023-03-20 19:00:00+01:00,120.3,120.3,46.63,28.09,120.3
2023-03-20 20:00:00+01:00,107.98,107.98,46.79,27.79,107.98
2023-03-20 21:00:00+01:00,107.02,107.02,42.83,27.14,107.02
2023-03-20 22:00:00+01:00,103.43,103.43,39.71,26.65,103.43
2023-03-20 23:00:00+01:00,101.94,101.94,37.82,26.44,101.94
2023-03-21 00:00:00+01:00,100.61,100.61,40.03,25.69,100.61
2023-03-21 01:00:00+01:00,100.28,100.28,40.0,25.51,100.28
2023-03-21 02:00:00+01:00,100.1,100.1,38.3,25.41,100.1
2023-03-21 03:00:00+01:00,98.89,98.89,39.23,25.42,98.89
2023-03-21 04:00:00+01:00,97.29,97.29,40.02,25.56,97.29
2023-03-21 05:00:00+01:00,98.95,98.95,44.91,25.81,98.95
2023-03-21 06:00:00+01:00,100.73,100.73,50.58,26.16,100.73
2023-03-21 07:00:00+01:00,102.54,102.54,59.69,26.94,102.54
2023-03-21 08:00:00+01:00,102.62,102.62,66.63,29.99,102.62
2023-03-21 09:00:00+01:00,101.28,101.28,73.8,26.94,101.28
2023-03-21 10:00:00+01:00,99.75,99.75,77.13,26.86,99.75
2023-03-21 11:00:00+01:00,98.51,98.51,73.83,26.84,98.51
2023-03-21 12:00:00+01:00,97.3,97.3,68.87,26.22,97.3
2023-03-21 13:00:00+01:00,96.29,96.29,66.86,26.23,96.29
2023-03-21 14:00:00+01:00,93.3,93.3,61.04,26.43,93.3
2023-03-21 15:00:00+01:00,92.58,92.58,58.95,26.84,92.58
2023-03-21 16:00:00+01:00,95.91,95.91,58.01,26.93,95.91
2023-03-21 17:00:00+01:00,100.31,100.31,49.75,28.33,100.31
2023-03-21 18:00:00+01:00,100.33,100.33,46.6,31.09,100.33
2023-03-21 19:00:00+01:00,97.37,97.37,43.44,31.1,97.37
2023-03-21 20:00:00+01:00,94.05,94.05,42.94,33.23,94.05
2023-03-21 21:00:00+01:00,92.04,92.04,45.26,33.23,92.04
2023-03-21 22:00:00+01:00,90.01,90.01,43.96,31.1,90.01
2023-03-21 23:00:00+01:00,87.47,87.47,42.94,29.99,87.47
2023-03-22 00:00:00+01:00,82.92,82.92,35.4,27.89,82.92
2023-03-22 01:00:00+01:00,75.53,75.53,35.38,26.92,75.53
2023-03-22 02:00:00+01:00,75.58,75.58,35.18,26.47,75.58
2023-03-22 03:00:00+01:00,71.09,71.09,35.23,26.33,71.09
2023-03-22 04:00:00+01:00,68.81,68.81,35.83,25.86,68.81
2023-03-22 05:00:00+01:00,76.49,76.49,43.48,26.34,76.49
2023-03-22 06:00:00+01:00,84.43,84.43,50.87,26.92,84.43
2023-03-22 07:00:00+01:00,89.61,89.61,64.26,32.37,89.61
2023-03-22 08:00:00+01:00,93.46,93.46,73.71,32.37,93.46
2023-03-22 09:00:00+01:00,86.98,86.98,78.13,32.37,86.98
2023-03-22 10:00:00+01:00,78.9,78.9,54.19,32.37,78.9
2023-03-22 11:00:00+01:00,76.91,76.91,50.19,32.37,76.91
2023-03-22 12:00:00+01:00,72.71,72.71,47.5,32.37,72.71
2023-03-22 13:00:00+01:00,73.45,73.45,47.41,32.37,73.45
2023-03-22 14:00:00+01:00,76.05,76.05,43.31,32.37,76.05
2023-03-22 15:00:00+01:00,77.24,77.24,45.53,32.37,77.24
2023-03-22 16:00:00+01:00,83.65,83.65,41.78,32.37,83.65
2023-03-22 17:00:00+01:00,85.64,85.64,43.1,32.37,85.64
2023-03-22 18:00:00+01:00,87.51,87.51,45.82,31.41,87.51
2023-03-22 19:00:00+01:00,88.78,88.78,39.02,32.37,88.78
2023-03-22 20:00:00+01:00,88.29,88.29,36.96,31.29,88.29
2023-03-22 21:00:00+01:00,87.99,87.99,37.44,27.9,87.99
2023-03-22 22:00:00+01:00,88.84,88.84,37.55,24.22,88.84
2023-03-22 23:00:00+01:00,83.69,83.69,36.98,21.9,83.69
2023-03-23 00:00:00+01:00,77.37,77.37,36.41,21.88,77.37
2023-03-23 01:00:00+01:00,70.0,70.0,35.33,21.95,70.05
2023-03-23 02:00:00+01:00,57.5,57.5,35.08,21.91,70.05
2023-03-23 03:00:00+01:00,47.49,47.49,34.77,21.8,70.05
2023-03-23 04:00:00+01:00,34.24,34.24,34.65,21.73,70.05
2023-03-23 05:00:00+01:00,66.17,66.17,35.03,23.59,70.06
2023-03-23 06:00:00+01:00,76.93,76.93,36.91,25.99,76.93
2023-03-23 07:00:00+01:00,87.06,87.06,39.64,27.59,87.06
2023-03-23 08:00:00+01:00,87.01,87.01,43.89,26.9,87.01
2023-03-23 09:00:00+01:00,78.58,78.58,41.62,26.39,78.58
2023-03-23 10:00:00+01:00,72.94,72.94,39.77,26.34,72.94
2023-03-23 11:00:00+01:00,72.61,72.61,35.68,25.93,72.61
2023-03-23 12:00:00+01:00,72.29,72.29,35.71,25.9,72.29
2023-03-23 13:00:00+01:00,71.62,71.62,38.92,25.94,71.62
2023-03-23 14:00:00+01:00,72.27,72.27,41.62,25.99,72.27
2023-03-23 15:00:00+01:00,76.3,76.3,42.9,26.37,76.3
2023-03-23 16:00:00+01:00,79.15,79.15,46.01,26.39,79.15
2023-03-23 17:00:00+01:00,87.01,87.01,49.97,26.4,87.01
2023-03-23 18:00:00+01:00,92.59,92.59,56.21,26.65,92.59
2023-03-23 19:00:00+01:00,93.22,93.22,53.26,26.7,93.22
2023-03-23 20:00:00+01:00,91.59,91.59,47.79,26.55,91.59
2023-03-23 21:00:00+01:00,88.99,88.99,44.95,26.41,88.99
2023-03-23 22:00:00+01:00,86.1,86.1,41.82,26.42,86.1
2023-03-23 23:00:00+01:00,79.66,79.66,37.19,26.37,79.66
2023-03-24 00:00:00+01:00,78.01,78.01,44.25,26.52,78.01
2023-03-24 01:00:00+01:00,71.7,71.7,42.95,26.57,71.7
2023-03-24 02:00:00+01:00,67.31,67.31,41.63,26.73,67.31
2023-03-24 03:00:00+01:00,56.0,56.0,41.12,27.1,56.0
2023-03-24 04:00:00+01:00,53.81,53.81,40.37,28.25,53.81
2023-03-24 05:00:00+01:00,55.57,55.57,40.32,39.22,55.57
2023-03-24 06:00:00+01:00,67.03,67.03,44.84,44.84,67.03
2023-03-24 07:00:00+01:00,81.23,81.23,58.59,58.59,81.23
2023-03-24 08:00:00+01:00,81.23,81.23,65.57,62.46,81.23
2023-03-24 09:00:00+01:00,74.84,74.84,58.8,52.87,74.84
2023-03-24 10:00:00+01:00,74.95,74.95,46.77,39.96,74.95
2023-03-24 11:00:00+01:00,74.94,74.94,46.73,34.16,74.94
2023-03-24 12:00:00+01:00,74.81,74.81,44.94,36.49,74.81
2023-03-24 13:00:00+01:00,74.26,74.26,43.49,29.74,74.26
2023-03-24 14:00:00+01:00,73.92,73.92,42.32,30.72,73.92
2023-03-24 15:00:00+01:00,73.82,73.82,41.74,29.97,73.82
2023-03-24 16:00:00+01:00,74.14,74.14,40.59,37.17,74.14
2023-03-24 17:00:00+01:00,79.16,79.16,49.92,44.22,79.16
2023-03-24 18:00:00+01:00,85.54,85.54,50.56,50.0,85.54
2023-03-24 19:00:00+01:00,88.63,88.63,44.8,44.8,88.63
2023-03-24 20:00:00+01:00,88.32,88.32,44.13,39.92,88.32
2023-03-24 21:00:00+01:00,82.5,82.5,43.62,38.09,82.5
2023-03-24 22:00:00+01:00,76.57,76.57,45.1,33.85,76.57
2023-03-24 23:00:00+01:00,71.81,71.81,44.21,29.63,71.81
2023-03-25 00:00:00+01:00,70.63,70.63,44.94,23.61,70.63
2023-03-25 01:00:00+01:00,69.18,69.18,44.31,22.98,69.18
2023-03-25 02:00:00+01:00,58.12,58.12,43.13,22.98,62.93
2023-03-25 03:00:00+01:00,43.69,43.69,43.93,22.98,62.85
2023-03-25 04:00:00+01:00,1.78,1.78,44.79,22.98,63.01
2023-03-25 05:00:00+01:00,2.88,2.88,44.8,22.91,63.12
2023-03-25 06:00:00+01:00,46.65,46.65,43.81,22.88,64.5
2023-03-25 07:00:00+01:00,55.79,55.79,46.88,23.01,59.2
2023-03-25 08:00:00+01:00,70.29,70.29,47.81,25.35,70.29
2023-03-25 09:00:00+01:00,74.08,74.08,49.49,28.5,74.08
2023-03-25 10:00:00+01:00,76.76,76.76,49.13,28.43,76.76
2023-03-25 11:00:00+01:00,76.7,76.7,47.96,28.15,76.7
2023-03-25 12:00:00+01:00,75.46,75.46,48.27,28.04,75.46
2023-03-25 13:00:00+01:00,75.09,75.09,47.75,28.19,75.09
2023-03-25 14:00:00+01:00,73.53,73.53,47.42,29.52,73.53
2023-03-25 15:00:00+01:00,72.85,72.85,47.19,36.15,72.85
2023-03-25 16:00:00+01:00,74.01,74.01,47.39,35.07,74.01
2023-03-25 17:00:00+01:00,76.1,76.1,48.56,41.1,76.1
2023-03-25 18:00:00+01:00,72.64,72.64,60.0,45.54,72.64
2023-03-25 19:00:00+01:00,79.51,79.51,64.12,44.0,79.51
2023-03-25 20:00:00+01:00,76.92,76.92,57.39,43.45,76.92
2023-03-25 21:00:00+01:00,76.27,76.27,49.67,36.65,76.27
2023-03-25 22:00:00+01:00,76.61,76.61,48.79,34.48,76.61
2023-03-25 23:00:00+01:00,76.09,76.09,47.88,28.19,76.09
2023-03-26 00:00:00+01:00,78.04,78.04,49.46,27.68,78.04
2023-03-26 01:00:00+01:00,76.98,76.98,47.65,27.88,76.98
2023-03-26 03:00:00+02:00,76.45,76.45,47.11,27.73,76.45
2023-03-26 04:00:00+02:00,74.93,74.93,45.48,28.48,74.93
2023-03-26 05:00:00+02:00,72.99,72.99,45.59,28.62,72.99
2023-03-26 06:00:00+02:00,71.06,71.06,46.42,29.24,71.06
2023-03-26 07:00:00+02:00,75.27,75.27,45.86,29.58,75.27
2023-03-26 08:00:00+02:00,79.55,79.55,48.22,32.11,79.55
2023-03-26 09:00:00+02:00,81.98,81.98,49.61,35.11,81.98
2023-03-26 10:00:00+02:00,81.09,81.09,49.62,35.21,81.09
2023-03-26 11:00:00+02:00,78.43,78.43,50.01,30.91,78.43
2023-03-26 12:00:00+02:00,76.04,76.04,49.57,28.99,76.04
2023-03-26 13:00:00+02:00,73.85,73.85,47.9,28.79,73.85
2023-03-26 14:00:00+02:00,71.72,71.72,46.1,29.64,71.72
2023-03-26 15:00:00+02:00,71.38,71.38,44.33,28.14,71.38
2023-03-26 16:00:00+02:00,77.27,77.27,48.35,30.65,77.27
2023-03-26 17:00:00+02:00,83.08,83.08,62.37,43.75,83.08
2023-03-26 18:00:00+02:00,90.11,90.11,61.98,44.22,90.11
2023-03-26 19:00:00+02:00,96.55,96.55,54.84,48.81,96.55
2023-03-26 20:00:00+02:00,98.03,98.03,50.67,44.33,98.03
2023-03-26 21:00:00+02:00,97.84,97.84,49.64,44.18,97.84
2023-03-26 22:00:00+02:00,96.15,96.15,49.6,40.87,96.15
2023-03-26 23:00:00+02:00,91.89,91.89,47.28,39.11,91.89
2023-03-27 00:00:00+02:00,93.02,93.02,42.13,39.79,93.02
2023-03-27 01:00:00+02:00,89.99,89.99,40.31,30.06,89.99
2023-03-27 02:00:00+02:00,87.35,87.35,39.95,29.5,87.35
2023-03-27 03:00:00+02:00,84.12,84.12,40.14,30.08,84.12
2023-03-27 04:00:00+02:00,85.11,85.11,41.57,31.98,85.11
2023-03-27 05:00:00+02:00,93.11,93.11,43.78,43.78,93.11
2023-03-27 06:00:00+02:00,99.41,99.41,54.01,50.0,99.41
2023-03-27 07:00:00+02:00,118.71,118.71,63.23,63.23,118.71
2023-03-27 08:00:00+02:00,101.85,101.85,71.97,71.97,101.85
2023-03-27 09:00:00+02:00,97.85,97.85,97.85,97.85,97.85
2023-03-27 10:00:00+02:00,92.57,92.57,92.57,92.57,92.57
2023-03-27 11:00:00+02:00,80.93,80.93,80.93,80.93,80.93
2023-03-27 12:00:00+02:00,76.98,76.98,76.98,68.26,76.98
2023-03-27 13:00:00+02:00,74.26,74.26,74.26,54.91,74.26
2023-03-27 14:00:00+02:00,71.82,71.82,71.82,42.88,71.82
2023-03-27 15:00:00+02:00,71.72,71.72,71.72,46.02,71.72
2023-03-27 16:00:00+02:00,74.94,74.94,74.94,49.62,74.94
2023-03-27 17:00:00+02:00,81.24,81.24,81.24,70.54,81.24
2023-03-27 18:00:00+02:00,89.08,89.08,89.08,66.92,89.08
2023-03-27 19:00:00+02:00,96.33,96.33,96.33,59.94,96.33
2023-03-27 20:00:00+02:00,99.23,99.23,99.23,49.94,99.23
2023-03-27 21:00:00+02:00,98.95,98.95,98.95,47.61,98.95
2023-03-27 22:00:00+02:00,97.86,97.86,97.86,42.85,97.86
2023-03-27 23:00:00+02:00,91.46,91.46,91.46,40.35,91.46
2023-03-28 00:00:00+02:00,88.64,88.64,88.64,28.85,88.64
2023-03-28 01:00:00+02:00,84.93,84.93,79.69,29.28,84.93
2023-03-28 02:00:00+02:00,87.2,87.2,69.99,28.99,87.2
2023-03-28 03:00:00+02:00,90.46,90.46,69.95,29.54,90.46
2023-03-28 04:00:00+02:00,92.34,92.34,72.16,31.78,92.34
2023-03-28 05:00:00+02:00,97.55,97.55,79.89,40.17,97.55
2023-03-28 06:00:00+02:00,118.29,118.29,118.29,37.99,118.29
2023-03-28 07:00:00+02:00,159.92,159.92,159.92,41.87,159.92
2023-03-28 08:00:00+02:00,154.96,154.96,154.96,41.95,154.96
2023-03-28 09:00:00+02:00,121.2,121.2,121.2,43.61,121.2
2023-03-28 10:00:00+02:00,100.94,100.94,100.94,49.92,100.94
2023-03-28 11:00:00+02:00,94.89,94.89,85.06,45.2,94.89
2023-03-28 12:00:00+02:00,93.59,93.59,69.95,43.71,93.59
2023-03-28 13:00:00+02:00,91.68,91.68,65.75,43.34,91.68
2023-03-28 14:00:00+02:00,91.76,91.76,60.61,42.97,91.76
2023-03-28 15:00:00+02:00,93.09,93.09,60.07,43.27,93.09
2023-03-28 16:00:00+02:00,96.08,96.08,59.76,47.33,96.08
2023-03-28 17:00:00+02:00,101.41,101.41,55.02,50.0,101.41
2023-03-28 18:00:00+02:00,132.63,132.63,52.89,47.91,132.63
2023-03-28 19:00:00+02:00,155.83,155.83,49.93,46.59,155.83
2023-03-28 20:00:00+02:00,131.59,131.59,52.52,44.38,131.59
2023-03-28 21:00:00+02:00,127.78,127.78,51.37,45.54,127.78
2023-03-28 22:00:00+02:00,107.21,107.21,47.63,44.71,107.21
2023-03-28 23:00:00+02:00,99.95,99.95,42.19,36.65,99.95
2023-03-29 00:00:00+02:00,97.96,97.96,53.49,46.79,97.96
2023-03-29 01:00:00+02:00,92.15,92.15,51.89,36.94,92.15
2023-03-29 02:00:00+02:00,94.12,94.12,52.76,35.32,94.12
2023-03-29 03:00:00+02:00,95.2,95.2,55.11,36.09,95.2
2023-03-29 04:00:00+02:00,95.13,95.13,59.99,39.52,95.13
2023-03-29 05:00:00+02:00,99.2,99.2,69.69,48.05,99.2
2023-03-29 06:00:00+02:00,108.01,108.01,108.01,50.77,108.01
2023-03-29 07:00:00+02:00,139.95,139.95,139.95,63.69,139.95
2023-03-29 08:00:00+02:00,147.59,147.59,147.59,70.15,147.59
2023-03-29 09:00:00+02:00,139.98,139.98,139.98,79.26,139.98
2023-03-29 10:00:00+02:00,126.23,126.23,126.23,79.93,126.23
2023-03-29 11:00:00+02:00,115.36,115.36,115.36,69.91,115.36
2023-03-29 12:00:00+02:00,107.76,107.76,107.76,62.08,107.76
2023-03-29 13:00:00+02:00,102.35,102.35,102.35,61.89,102.35
2023-03-29 14:00:00+02:00,100.36,100.36,100.36,57.54,100.36
2023-03-29 15:00:00+02:00,100.73,100.73,87.67,53.08,100.73
2023-03-29 16:00:00+02:00,102.51,102.51,94.08,57.54,102.51
2023-03-29 17:00:00+02:00,118.81,118.81,85.11,50.0,118.81
2023-03-29 18:00:00+02:00,140.9,140.9,88.56,50.0,140.9
2023-03-29 19:00:00+02:00,145.22,145.22,145.22,50.0,145.22
2023-03-29 20:00:00+02:00,128.02,128.02,128.02,43.96,128.02
2023-03-29 21:00:00+02:00,111.25,111.25,102.3,42.52,111.25
2023-03-29 22:00:00+02:00,103.55,103.55,88.23,33.62,103.55
2023-03-29 23:00:00+02:00,94.8,94.8,64.94,31.95,94.8
2023-03-30 00:00:00+02:00,89.71,89.71,89.71,32.04,89.71
2023-03-30 01:00:00+02:00,84.89,84.89,82.25,30.97,84.89
2023-03-30 02:00:00+02:00,83.33,83.33,80.75,30.98,83.33
2023-03-30 03:00:00+02:00,81.29,81.29,78.77,30.97,81.29
2023-03-30 04:00:00+02:00,80.4,80.4,77.91,30.98,80.4
2023-03-30 05:00:00+02:00,81.45,81.45,76.8,34.6,81.45
2023-03-30 06:00:00+02:00,89.93,89.93,89.93,43.0,89.93
2023-03-30 07:00:00+02:00,115.43,115.43,95.62,62.02,115.43
2023-03-30 08:00:00+02:00,125.41,125.41,125.41,50.46,125.41
2023-03-30 09:00:00+02:00,106.48,106.48,106.48,51.07,106.48
2023-03-30 10:00:00+02:00,90.66,90.66,90.66,49.48,90.66
2023-03-30 11:00:00+02:00,85.57,85.57,80.0,31.83,85.57
2023-03-30 12:00:00+02:00,81.37,81.37,68.67,29.0,81.37
2023-03-30 13:00:00+02:00,81.07,81.07,56.54,28.89,81.07
2023-03-30 14:00:00+02:00,81.08,81.08,56.73,28.59,81.08
2023-03-30 15:00:00+02:00,81.77,81.77,55.33,29.0,81.77
2023-03-30 16:00:00+02:00,81.92,81.92,49.17,28.96,81.92
2023-03-30 17:00:00+02:00,87.95,87.95,64.73,29.57,87.95
2023-03-30 18:00:00+02:00,93.4,93.4,56.48,30.28,93.4
2023-03-30 19:00:00+02:00,103.29,103.29,49.51,30.54,103.29
2023-03-30 20:00:00+02:00,110.15,110.15,48.91,30.92,110.15
2023-03-30 21:00:00+02:00,102.45,102.45,48.09,30.93,102.45
2023-03-30 22:00:00+02:00,96.95,96.95,46.58,30.92,96.95
2023-03-30 23:00:00+02:00,92.54,92.54,44.45,28.9,92.54
2023-03-31 00:00:00+02:00,87.9,87.9,42.19,29.19,87.9
2023-03-31 01:00:00+02:00,82.75,82.75,41.64,28.79,82.75
2023-03-31 02:00:00+02:00,79.97,79.97,41.96,28.54,79.97
2023-03-31 03:00:00+02:00,79.94,79.94,43.78,28.39,79.94
2023-03-31 04:00:00+02:00,85.34,85.34,46.68,28.49,85.34
2023-03-31 05:00:00+02:00,92.38,92.38,49.39,28.79,92.38
2023-03-31 06:00:00+02:00,99.32,99.32,60.39,29.97,99.32
2023-03-31 07:00:00+02:00,107.87,107.87,64.55,37.84,107.87
2023-03-31 08:00:00+02:00,128.67,128.67,99.94,37.89,128.67
2023-03-31 09:00:00+02:00,128.09,128.09,99.95,37.86,128.09
2023-03-31 10:00:00+02:00,120.35,120.35,99.94,37.85,120.35
2023-03-31 11:00:00+02:00,109.84,109.84,88.34,30.86,109.84
2023-03-31 12:00:00+02:00,104.31,104.31,79.5,30.78,104.31
2023-03-31 13:00:00+02:00,97.14,97.14,81.6,29.04,97.14
2023-03-31 14:00:00+02:00,93.72,93.72,91.03,28.13,93.72
2023-03-31 15:00:00+02:00,94.05,94.05,64.9,28.19,94.05
2023-03-31 16:00:00+02:00,97.11,97.11,64.57,28.13,97.11
2023-03-31 17:00:00+02:00,100.3,100.3,61.34,28.13,100.3
2023-03-31 18:00:00+02:00,104.95,104.95,68.16,28.69,104.95
2023-03-31 19:00:00+02:00,104.58,104.58,65.65,30.86,104.58
2023-03-31 20:00:00+02:00,101.85,101.85,65.69,30.86,101.85
2023-03-31 21:00:00+02:00,95.45,95.45,66.89,30.86,95.45
2023-03-31 22:00:00+02:00,89.43,89.43,65.35,30.86,89.43
2023-03-31 23:00:00+02:00,83.18,83.18,59.77,30.04,83.18
2023-04-01 00:00:00+02:00,84.91,84.91,57.34,39.58,84.91
2023-04-01 01:00:00+02:00,81.74,81.74,50.23,36.38,81.74
2023-04-01 02:00:00+02:00,81.14,81.14,45.93,34.96,81.14
2023-04-01 03:00:00+02:00,81.27,81.27,44.17,32.98,81.27
2023-04-01 04:00:00+02:00,82.24,82.24,43.88,31.73,82.24
2023-04-01 05:00:00+02:00,83.03,83.03,43.62,31.21,83.03
2023-04-01 06:00:00+02:00,84.49,84.49,43.89,30.88,84.49
2023-04-01 07:00:00+02:00,86.57,86.57,44.18,31.33,86.57
2023-04-01 08:00:00+02:00,88.94,88.94,50.32,32.67,88.94
2023-04-01 09:00:00+02:00,89.2,89.2,58.96,36.09,89.2
2023-04-01 10:00:00+02:00,89.05,89.05,54.27,37.4,89.05
2023-04-01 11:00:00+02:00,87.16,87.16,57.33,36.1,87.16
2023-04-01 12:00:00+02:00,85.73,85.73,68.22,35.32,85.73
2023-04-01 13:00:00+02:00,85.4,85.4,58.47,32.94,85.4
2023-04-01 14:00:00+02:00,84.8,84.8,57.89,31.77,84.8
2023-04-01 15:00:00+02:00,84.7,84.7,56.35,31.67,84.7
2023-04-01 16:00:00+02:00,84.69,84.69,54.2,31.77,84.69
2023-04-01 17:00:00+02:00,86.3,86.3,55.92,31.85,86.3
2023-04-01 18:00:00+02:00,88.3,88.3,61.12,36.09,88.3
2023-04-01 19:00:00+02:00,93.61,93.61,68.65,39.61,93.61
2023-04-01 20:00:00+02:00,89.77,89.77,69.14,48.42,89.77
2023-04-01 21:00:00+02:00,89.02,89.02,68.95,43.97,89.02
2023-04-01 22:00:00+02:00,87.51,87.51,69.4,39.61,87.51
2023-04-01 23:00:00+02:00,85.55,85.55,68.86,34.17,85.55
2023-04-02 00:00:00+02:00,87.68,87.68,65.45,32.4,87.68
2023-04-02 01:00:00+02:00,86.96,86.96,65.44,32.72,86.96
2023-04-02 02:00:00+02:00,86.44,86.44,65.1,32.63,86.44
2023-04-02 03:00:00+02:00,86.46,86.46,65.22,32.81,86.46
2023-04-02 04:00:00+02:00,86.79,86.79,65.84,32.99,86.79
2023-04-02 05:00:00+02:00,87.08,87.08,66.0,33.23,87.08
2023-04-02 06:00:00+02:00,87.81,87.81,64.73,33.35,87.81
2023-04-02 07:00:00+02:00,88.37,88.37,64.36,34.17,88.37
2023-04-02 08:00:00+02:00,88.86,88.86,60.06,36.15,88.86
2023-04-02 09:00:00+02:00,89.67,89.67,58.38,34.36,89.67
2023-04-02 10:00:00+02:00,89.72,89.72,53.78,32.8,89.72
2023-04-02 11:00:00+02:00,89.08,89.08,52.39,31.67,89.08
2023-04-02 12:00:00+02:00,88.27,88.27,50.35,31.52,88.27
2023-04-02 13:00:00+02:00,87.22,87.22,46.31,26.71,87.22
2023-04-02 14:00:00+02:00,86.42,86.42,47.75,24.63,86.42
2023-04-02 15:00:00+02:00,85.85,85.85,50.69,25.68,85.85
2023-04-02 16:00:00+02:00,85.26,85.26,51.71,31.49,85.26
2023-04-02 17:00:00+02:00,91.09,91.09,52.79,31.8,91.09
2023-04-02 18:00:00+02:00,97.1,97.1,91.18,32.54,97.1
2023-04-02 19:00:00+02:00,104.44,104.44,100.75,32.88,104.44
2023-04-02 20:00:00+02:00,107.46,107.46,85.04,32.19,107.46
2023-04-02 21:00:00+02:00,112.22,112.22,77.74,31.63,112.22
2023-04-02 22:00:00+02:00,109.41,109.41,61.1,30.99,109.41
2023-04-02 23:00:00+02:00,105.96,105.96,54.92,30.63,105.96
2023-04-03 00:00:00+02:00,105.38,105.38,71.26,30.83,105.38
2023-04-03 01:00:00+02:00,104.56,104.56,68.16,31.13,104.56
2023-04-03 02:00:00+02:00,104.69,104.69,70.13,30.83,104.69
2023-04-03 03:00:00+02:00,103.4,103.4,71.61,30.83,103.4
2023-04-03 04:00:00+02:00,100.43,100.43,77.44,30.64,100.43
2023-04-03 05:00:00+02:00,105.0,105.0,77.49,29.56,105.0
2023-04-03 06:00:00+02:00,134.24,134.24,69.45,30.78,134.24
2023-04-03 07:00:00+02:00,163.01,163.01,72.21,31.17,163.01
2023-04-03 08:00:00+02:00,158.72,158.72,74.16,30.83,158.72
2023-04-03 09:00:00+02:00,111.85,111.85,80.06,29.52,111.85
2023-04-03 10:00:00+02:00,104.02,104.02,90.35,29.1,104.02
2023-04-03 11:00:00+02:00,95.2,95.2,86.63,29.09,95.2
2023-04-03 12:00:00+02:00,89.08,89.08,80.98,29.09,89.08
2023-04-03 13:00:00+02:00,83.6,83.6,74.9,29.05,83.6
2023-04-03 14:00:00+02:00,80.51,80.51,71.66,29.09,80.51
2023-04-03 15:00:00+02:00,86.97,86.97,77.02,29.1,86.97
2023-04-03 16:00:00+02:00,91.29,91.29,80.03,29.1,91.29
2023-04-03 17:00:00+02:00,100.42,100.42,79.94,29.25,100.42
2023-04-03 18:00:00+02:00,107.68,107.68,76.01,29.8,107.68
2023-04-03 19:00:00+02:00,149.02,149.02,74.75,30.83,149.02
2023-04-03 20:00:00+02:00,151.4,151.4,76.31,31.03,151.4
2023-04-03 21:00:00+02:00,133.31,133.31,81.41,31.19,133.31
2023-04-03 22:00:00+02:00,112.72,112.72,87.7,31.19,112.72
2023-04-03 23:00:00+02:00,109.27,109.27,76.79,31.19,109.27
2023-04-04 00:00:00+02:00,107.41,107.41,82.84,31.02,107.41
2023-04-04 01:00:00+02:00,106.61,106.61,88.1,31.01,106.61
2023-04-04 02:00:00+02:00,107.76,107.76,90.04,31.02,107.76
2023-04-04 03:00:00+02:00,107.74,107.74,90.09,31.02,107.74
2023-04-04 04:00:00+02:00,107.76,107.76,95.46,31.2,107.76
2023-04-04 05:00:00+02:00,109.96,109.96,109.96,31.47,109.96
2023-04-04 06:00:00+02:00,118.01,118.01,118.01,31.86,118.01
2023-04-04 07:00:00+02:00,174.79,174.79,118.92,33.47,174.79
2023-04-04 08:00:00+02:00,173.0,173.0,119.55,33.96,173.0
2023-04-04 09:00:00+02:00,135.31,135.31,135.31,33.27,135.31
2023-04-04 10:00:00+02:00,115.59,115.59,115.59,32.86,115.59
2023-04-04 11:00:00+02:00,108.97,108.97,108.97,32.42,108.97
2023-04-04 12:00:00+02:00,106.34,106.34,106.34,32.28,106.34
2023-04-04 13:00:00+02:00,105.52,105.52,105.52,32.5,105.52
2023-04-04 14:00:00+02:00,104.74,104.74,104.74,32.83,104.74
2023-04-04 15:00:00+02:00,106.1,106.1,106.1,32.94,106.1
2023-04-04 16:00:00+02:00,108.86,108.86,108.86,32.93,108.86
2023-04-04 17:00:00+02:00,116.09,116.09,116.09,32.96,116.09
